file,r,trait,mode,rand,cv
akw_add_ran10_cv1.ghatREL1,0.619775069050122,akw,add,10,1
akw_add_ran10_cv2.ghatREL1,0.593367526190162,akw,add,10,2
akw_add_ran10_cv3.ghatREL1,0.234919527218656,akw,add,10,3
akw_add_ran10_cv4.ghatREL1,0.772762059643499,akw,add,10,4
akw_add_ran10_cv5.ghatREL1,0.662050598354548,akw,add,10,5
akw_add_ran11_cv1.ghatREL1,0.751442301746346,akw,add,11,1
akw_add_ran11_cv2.ghatREL1,0.739807516353761,akw,add,11,2
akw_add_ran11_cv3.ghatREL1,0.691397339892463,akw,add,11,3
akw_add_ran11_cv4.ghatREL1,0.652939994849001,akw,add,11,4
akw_add_ran11_cv5.ghatREL1,0.624981621557586,akw,add,11,5
akw_add_ran12_cv1.ghatREL1,0.405426391400201,akw,add,12,1
akw_add_ran12_cv2.ghatREL1,0.775883727547409,akw,add,12,2
akw_add_ran12_cv3.ghatREL1,0.575563459455694,akw,add,12,3
akw_add_ran12_cv4.ghatREL1,0.739438518479544,akw,add,12,4
akw_add_ran12_cv5.ghatREL1,0.53156473665716,akw,add,12,5
akw_add_ran13_cv1.ghatREL1,0.671001182839511,akw,add,13,1
akw_add_ran13_cv2.ghatREL1,0.490967529448851,akw,add,13,2
akw_add_ran13_cv3.ghatREL1,0.700305545904288,akw,add,13,3
akw_add_ran13_cv4.ghatREL1,0.679591353037391,akw,add,13,4
akw_add_ran13_cv5.ghatREL1,0.315818995851962,akw,add,13,5
akw_add_ran14_cv1.ghatREL1,0.520535779190041,akw,add,14,1
akw_add_ran14_cv2.ghatREL1,0.562747890983889,akw,add,14,2
akw_add_ran14_cv3.ghatREL1,0.330062450212062,akw,add,14,3
akw_add_ran14_cv4.ghatREL1,0.598113916382837,akw,add,14,4
akw_add_ran14_cv5.ghatREL1,0.606680543195414,akw,add,14,5
akw_add_ran15_cv1.ghatREL1,0.671531522306524,akw,add,15,1
akw_add_ran15_cv2.ghatREL1,0.707721014657268,akw,add,15,2
akw_add_ran15_cv3.ghatREL1,0.744078376342777,akw,add,15,3
akw_add_ran15_cv4.ghatREL1,0.419322407417622,akw,add,15,4
akw_add_ran15_cv5.ghatREL1,0.575715868247324,akw,add,15,5
akw_add_ran16_cv1.ghatREL1,0.503370266129914,akw,add,16,1
akw_add_ran16_cv2.ghatREL1,0.661272443335652,akw,add,16,2
akw_add_ran16_cv3.ghatREL1,0.757028509953773,akw,add,16,3
akw_add_ran16_cv4.ghatREL1,0.595355055595332,akw,add,16,4
akw_add_ran16_cv5.ghatREL1,0.643844750046366,akw,add,16,5
akw_add_ran17_cv1.ghatREL1,0.658077864215604,akw,add,17,1
akw_add_ran17_cv2.ghatREL1,0.713486919124656,akw,add,17,2
akw_add_ran17_cv3.ghatREL1,0.69843781931238,akw,add,17,3
akw_add_ran17_cv4.ghatREL1,0.398934465247189,akw,add,17,4
akw_add_ran17_cv5.ghatREL1,0.624839869345437,akw,add,17,5
akw_add_ran18_cv1.ghatREL1,0.835224821318784,akw,add,18,1
akw_add_ran18_cv2.ghatREL1,0.774325559285658,akw,add,18,2
akw_add_ran18_cv3.ghatREL1,0.670189717355751,akw,add,18,3
akw_add_ran18_cv4.ghatREL1,0.360825689687752,akw,add,18,4
akw_add_ran18_cv5.ghatREL1,0.639792767792431,akw,add,18,5
akw_add_ran19_cv1.ghatREL1,0.576869745921803,akw,add,19,1
akw_add_ran19_cv2.ghatREL1,0.530440489319336,akw,add,19,2
akw_add_ran19_cv3.ghatREL1,0.57887824418889,akw,add,19,3
akw_add_ran19_cv4.ghatREL1,0.667111884780479,akw,add,19,4
akw_add_ran19_cv5.ghatREL1,0.705316904331201,akw,add,19,5
akw_add_ran1_cv1.ghatREL1,0.315818995851962,akw,add,1,1
akw_add_ran1_cv2.ghatREL1,0.72621745526897,akw,add,1,2
akw_add_ran1_cv3.ghatREL1,0.665589127867181,akw,add,1,3
akw_add_ran1_cv4.ghatREL1,0.497328289289861,akw,add,1,4
akw_add_ran1_cv5.ghatREL1,0.523441768006782,akw,add,1,5
akw_add_ran20_cv1.ghatREL1,0.538283590282764,akw,add,20,1
akw_add_ran20_cv2.ghatREL1,0.779173873960576,akw,add,20,2
akw_add_ran20_cv3.ghatREL1,0.680823062888005,akw,add,20,3
akw_add_ran20_cv4.ghatREL1,0.62111479225873,akw,add,20,4
akw_add_ran20_cv5.ghatREL1,0.443983215216052,akw,add,20,5
akw_add_ran2_cv1.ghatREL1,0.702009517251481,akw,add,2,1
akw_add_ran2_cv2.ghatREL1,0.554726714702001,akw,add,2,2
akw_add_ran2_cv3.ghatREL1,0.71162024859388,akw,add,2,3
akw_add_ran2_cv4.ghatREL1,0.691774889956118,akw,add,2,4
akw_add_ran2_cv5.ghatREL1,0.543839676819261,akw,add,2,5
akw_add_ran3_cv1.ghatREL1,0.434013627022117,akw,add,3,1
akw_add_ran3_cv2.ghatREL1,0.640568308620306,akw,add,3,2
akw_add_ran3_cv3.ghatREL1,0.675654672041229,akw,add,3,3
akw_add_ran3_cv4.ghatREL1,0.700138295505229,akw,add,3,4
akw_add_ran3_cv5.ghatREL1,0.554298735191148,akw,add,3,5
akw_add_ran4_cv1.ghatREL1,0.672832986805971,akw,add,4,1
akw_add_ran4_cv2.ghatREL1,0.641271728159201,akw,add,4,2
akw_add_ran4_cv3.ghatREL1,0.524821461909305,akw,add,4,3
akw_add_ran4_cv4.ghatREL1,0.668595113484191,akw,add,4,4
akw_add_ran4_cv5.ghatREL1,0.634780135807594,akw,add,4,5
akw_add_ran5_cv1.ghatREL1,0.426568637497872,akw,add,5,1
akw_add_ran5_cv2.ghatREL1,0.632757768455686,akw,add,5,2
akw_add_ran5_cv3.ghatREL1,0.658807024237758,akw,add,5,3
akw_add_ran5_cv4.ghatREL1,0.514730589923408,akw,add,5,4
akw_add_ran5_cv5.ghatREL1,0.652869863386581,akw,add,5,5
akw_add_ran6_cv1.ghatREL1,0.601735293405993,akw,add,6,1
akw_add_ran6_cv2.ghatREL1,0.720292987576169,akw,add,6,2
akw_add_ran6_cv3.ghatREL1,0.686016849061416,akw,add,6,3
akw_add_ran6_cv4.ghatREL1,0.537617622722975,akw,add,6,4
akw_add_ran6_cv5.ghatREL1,0.669495754369653,akw,add,6,5
akw_add_ran7_cv1.ghatREL1,0.702902326122614,akw,add,7,1
akw_add_ran7_cv2.ghatREL1,0.708806228116874,akw,add,7,2
akw_add_ran7_cv3.ghatREL1,0.575197944849038,akw,add,7,3
akw_add_ran7_cv4.ghatREL1,0.744885069219069,akw,add,7,4
akw_add_ran7_cv5.ghatREL1,0.707035977992511,akw,add,7,5
akw_add_ran8_cv1.ghatREL1,0.670789931289568,akw,add,8,1
akw_add_ran8_cv2.ghatREL1,0.690604583396323,akw,add,8,2
akw_add_ran8_cv3.ghatREL1,0.663012884166907,akw,add,8,3
akw_add_ran8_cv4.ghatREL1,0.664107776542088,akw,add,8,4
akw_add_ran8_cv5.ghatREL1,0.513200810660356,akw,add,8,5
akw_add_ran9_cv1.ghatREL1,0.636857833706164,akw,add,9,1
akw_add_ran9_cv2.ghatREL1,0.41023971840712,akw,add,9,2
akw_add_ran9_cv3.ghatREL1,0.619066958893048,akw,add,9,3
akw_add_ran9_cv4.ghatREL1,0.597713397483534,akw,add,9,4
akw_add_ran9_cv5.ghatREL1,0.618399533077471,akw,add,9,5
akw_dom_ran10_cv1.ghatREL1,0.731682026301172,akw,dom,10,1
akw_dom_ran10_cv2.ghatREL1,0.638166417243576,akw,dom,10,2
akw_dom_ran10_cv3.ghatREL1,0.446121861260421,akw,dom,10,3
akw_dom_ran10_cv4.ghatREL1,0.793322958528336,akw,dom,10,4
akw_dom_ran10_cv5.ghatREL1,0.726190276623716,akw,dom,10,5
akw_dom_ran11_cv1.ghatREL1,0.798598708285464,akw,dom,11,1
akw_dom_ran11_cv2.ghatREL1,0.827629194374772,akw,dom,11,2
akw_dom_ran11_cv3.ghatREL1,0.732212906620128,akw,dom,11,3
akw_dom_ran11_cv4.ghatREL1,0.728151999475294,akw,dom,11,4
akw_dom_ran11_cv5.ghatREL1,0.785195510487587,akw,dom,11,5
akw_dom_ran12_cv1.ghatREL1,0.572635962132888,akw,dom,12,1
akw_dom_ran13_cv5.ghatREL1,0.469457731544399,akw,dom,13,5
akw_dom_ran14_cv1.ghatREL1,0.672215950508831,akw,dom,14,1
akw_dom_ran14_cv2.ghatREL1,0.693768005118965,akw,dom,14,2
akw_dom_ran14_cv3.ghatREL1,0.433293738892357,akw,dom,14,3
akw_dom_ran14_cv4.ghatREL1,0.73935150043625,akw,dom,14,4
akw_dom_ran14_cv5.ghatREL1,0.659837139472681,akw,dom,14,5
akw_dom_ran15_cv1.ghatREL1,0.808342309738924,akw,dom,15,1
akw_dom_ran15_cv2.ghatREL1,0.790191101662603,akw,dom,15,2
akw_dom_ran15_cv3.ghatREL1,0.803857441787144,akw,dom,15,3
akw_dom_ran16_cv1.ghatREL1,0.571392722684294,akw,dom,16,1
akw_dom_ran16_cv2.ghatREL1,0.787411001656842,akw,dom,16,2
akw_dom_ran16_cv3.ghatREL1,0.836896850241495,akw,dom,16,3
akw_dom_ran16_cv4.ghatREL1,0.844900895763242,akw,dom,16,4
akw_dom_ran16_cv5.ghatREL1,0.765481485181947,akw,dom,16,5
akw_dom_ran17_cv1.ghatREL1,0.72723469499435,akw,dom,17,1
akw_dom_ran17_cv2.ghatREL1,0.81215313441958,akw,dom,17,2
akw_dom_ran17_cv3.ghatREL1,0.754353480210616,akw,dom,17,3
akw_dom_ran17_cv4.ghatREL1,0.448733950191312,akw,dom,17,4
akw_dom_ran17_cv5.ghatREL1,0.740819320093876,akw,dom,17,5
akw_dom_ran18_cv1.ghatREL1,0.874687218272175,akw,dom,18,1
akw_dom_ran18_cv2.ghatREL1,0.809010677020618,akw,dom,18,2
akw_dom_ran18_cv3.ghatREL1,0.695636962118388,akw,dom,18,3
akw_dom_ran19_cv3.ghatREL1,0.67458179910859,akw,dom,19,3
akw_dom_ran19_cv4.ghatREL1,0.739057242013917,akw,dom,19,4
akw_dom_ran19_cv5.ghatREL1,0.774090441922774,akw,dom,19,5
akw_dom_ran1_cv1.ghatREL1,0.469457731544399,akw,dom,1,1
akw_dom_ran1_cv2.ghatREL1,0.778145799579489,akw,dom,1,2
akw_dom_ran1_cv3.ghatREL1,0.777384522607298,akw,dom,1,3
akw_dom_ran1_cv4.ghatREL1,0.697738488905627,akw,dom,1,4
akw_dom_ran1_cv5.ghatREL1,0.628245396979683,akw,dom,1,5
akw_dom_ran20_cv1.ghatREL1,0.668872030126655,akw,dom,20,1
akw_dom_ran20_cv2.ghatREL1,0.853219523385859,akw,dom,20,2
akw_dom_ran20_cv3.ghatREL1,0.739897802340469,akw,dom,20,3
akw_dom_ran20_cv4.ghatREL1,0.750065793668155,akw,dom,20,4
akw_dom_ran20_cv5.ghatREL1,0.631343204561916,akw,dom,20,5
akw_dom_ran2_cv1.ghatREL1,0.766770679454539,akw,dom,2,1
akw_dom_ran2_cv2.ghatREL1,0.633010355689234,akw,dom,2,2
akw_dom_ran2_cv3.ghatREL1,0.809788852893634,akw,dom,2,3
akw_dom_ran2_cv4.ghatREL1,0.760418158138361,akw,dom,2,4
akw_dom_ran2_cv5.ghatREL1,0.677125561515082,akw,dom,2,5
akw_dom_ran3_cv1.ghatREL1,0.527417945737571,akw,dom,3,1
akw_dom_ran3_cv2.ghatREL1,0.774301858905433,akw,dom,3,2
akw_dom_ran3_cv3.ghatREL1,0.676044471261352,akw,dom,3,3
akw_dom_ran3_cv4.ghatREL1,0.753345778353145,akw,dom,3,4
akw_dom_ran3_cv5.ghatREL1,0.692271812199226,akw,dom,3,5
akw_dom_ran4_cv1.ghatREL1,0.813473211592989,akw,dom,4,1
akw_dom_ran4_cv2.ghatREL1,0.658898599976256,akw,dom,4,2
akw_dom_ran4_cv3.ghatREL1,0.66535696089137,akw,dom,4,3
akw_dom_ran4_cv4.ghatREL1,0.80974695113205,akw,dom,4,4
akw_dom_ran4_cv5.ghatREL1,0.677870020922185,akw,dom,4,5
akw_dom_ran6_cv4.ghatREL1,0.751915859719172,akw,dom,6,4
akw_dom_ran6_cv5.ghatREL1,0.745503959605062,akw,dom,6,5
akw_dom_ran7_cv1.ghatREL1,0.807320950453322,akw,dom,7,1
akw_dom_ran7_cv2.ghatREL1,0.735955341879078,akw,dom,7,2
akw_dom_ran7_cv3.ghatREL1,0.721316924713049,akw,dom,7,3
akw_dom_ran7_cv4.ghatREL1,0.834832387025693,akw,dom,7,4
akw_dom_ran7_cv5.ghatREL1,0.805872640035217,akw,dom,7,5
akw_dom_ran8_cv1.ghatREL1,0.743119249797474,akw,dom,8,1
akw_dom_ran8_cv4.ghatREL1,0.739427843498963,akw,dom,8,4
akw_dom_ran8_cv5.ghatREL1,0.726297167325793,akw,dom,8,5
akw_dom_ran9_cv1.ghatREL1,0.689438181080576,akw,dom,9,1
akw_dom_ran9_cv2.ghatREL1,0.54218627852793,akw,dom,9,2
akw_dom_ran9_cv3.ghatREL1,0.713730010271952,akw,dom,9,3
akw_dom_ran9_cv4.ghatREL1,0.730045673130479,akw,dom,9,4
akw_dom_ran9_cv5.ghatREL1,0.71432691026113,akw,dom,9,5
cd_add_ran10_cv1.ghatREL1,0.699455343340384,cd,add,10,1
cd_add_ran10_cv2.ghatREL1,0.626596355665421,cd,add,10,2
cd_add_ran10_cv3.ghatREL1,0.7585970540352,cd,add,10,3
cd_add_ran10_cv4.ghatREL1,0.710210669529283,cd,add,10,4
cd_add_ran10_cv5.ghatREL1,0.823628518372272,cd,add,10,5
cd_add_ran11_cv1.ghatREL1,0.695227323131437,cd,add,11,1
cd_add_ran11_cv2.ghatREL1,0.738082128297003,cd,add,11,2
cd_add_ran11_cv3.ghatREL1,0.807347686765671,cd,add,11,3
cd_add_ran11_cv4.ghatREL1,0.857694643572138,cd,add,11,4
cd_add_ran11_cv5.ghatREL1,0.717171668568537,cd,add,11,5
cd_add_ran12_cv1.ghatREL1,0.730643606431727,cd,add,12,1
cd_add_ran12_cv2.ghatREL1,0.661180898412807,cd,add,12,2
cd_add_ran12_cv3.ghatREL1,0.838572208469755,cd,add,12,3
cd_add_ran12_cv4.ghatREL1,0.817026934202527,cd,add,12,4
cd_add_ran12_cv5.ghatREL1,0.672408153953516,cd,add,12,5
cd_add_ran13_cv1.ghatREL1,0.874148841960419,cd,add,13,1
cd_add_ran13_cv2.ghatREL1,0.638809074562982,cd,add,13,2
cd_add_ran13_cv3.ghatREL1,0.825943361598203,cd,add,13,3
cd_add_ran13_cv4.ghatREL1,0.702145189738052,cd,add,13,4
cd_add_ran13_cv5.ghatREL1,0.764200535051555,cd,add,13,5
cd_add_ran14_cv1.ghatREL1,0.798974803221075,cd,add,14,1
cd_add_ran14_cv2.ghatREL1,0.670775979209329,cd,add,14,2
cd_add_ran14_cv3.ghatREL1,0.692736165083091,cd,add,14,3
cd_add_ran14_cv4.ghatREL1,0.778047682758595,cd,add,14,4
cd_add_ran14_cv5.ghatREL1,0.796074249467239,cd,add,14,5
cd_add_ran15_cv1.ghatREL1,0.821421422971756,cd,add,15,1
cd_add_ran15_cv2.ghatREL1,0.717603434330031,cd,add,15,2
cd_add_ran15_cv3.ghatREL1,0.737799762329831,cd,add,15,3
cd_add_ran15_cv4.ghatREL1,0.652005892060592,cd,add,15,4
cd_add_ran15_cv5.ghatREL1,0.721992212622772,cd,add,15,5
cd_add_ran16_cv1.ghatREL1,0.703207601868653,cd,add,16,1
cd_add_ran16_cv2.ghatREL1,0.676767466026578,cd,add,16,2
cd_add_ran16_cv3.ghatREL1,0.739100944426537,cd,add,16,3
cd_add_ran16_cv4.ghatREL1,0.837136953197267,cd,add,16,4
cd_add_ran16_cv5.ghatREL1,0.755948761144854,cd,add,16,5
cd_add_ran17_cv1.ghatREL1,0.642382935763076,cd,add,17,1
cd_add_ran17_cv2.ghatREL1,0.792902883780993,cd,add,17,2
cd_add_ran17_cv3.ghatREL1,0.831213006579133,cd,add,17,3
cd_add_ran17_cv4.ghatREL1,0.768692995798159,cd,add,17,4
cd_add_ran17_cv5.ghatREL1,0.800586898197997,cd,add,17,5
cd_add_ran18_cv1.ghatREL1,0.721965061889775,cd,add,18,1
cd_add_ran18_cv2.ghatREL1,0.679175913946711,cd,add,18,2
cd_add_ran18_cv3.ghatREL1,0.844795193157666,cd,add,18,3
cd_add_ran18_cv4.ghatREL1,0.708443597355002,cd,add,18,4
cd_add_ran18_cv5.ghatREL1,0.775118204017586,cd,add,18,5
cd_add_ran19_cv1.ghatREL1,0.732416656573709,cd,add,19,1
cd_add_ran19_cv2.ghatREL1,0.750044904785896,cd,add,19,2
cd_add_ran19_cv3.ghatREL1,0.49909327737799,cd,add,19,3
cd_add_ran19_cv4.ghatREL1,0.565418903933908,cd,add,19,4
cd_add_ran19_cv5.ghatREL1,0.741673825829065,cd,add,19,5
cd_add_ran1_cv1.ghatREL1,0.764200535051555,cd,add,1,1
cd_add_ran1_cv2.ghatREL1,0.804542881459119,cd,add,1,2
cd_add_ran1_cv3.ghatREL1,0.824706270734633,cd,add,1,3
cd_add_ran1_cv4.ghatREL1,0.687583203446308,cd,add,1,4
cd_add_ran1_cv5.ghatREL1,0.838276292112647,cd,add,1,5
cd_add_ran20_cv1.ghatREL1,0.525362988352692,cd,add,20,1
cd_add_ran20_cv2.ghatREL1,0.770918802223296,cd,add,20,2
cd_add_ran20_cv3.ghatREL1,0.809913940099097,cd,add,20,3
cd_add_ran20_cv4.ghatREL1,0.709886910681622,cd,add,20,4
cd_add_ran20_cv5.ghatREL1,0.814148143226503,cd,add,20,5
cd_add_ran2_cv1.ghatREL1,0.790603800626387,cd,add,2,1
cd_add_ran2_cv2.ghatREL1,0.744548013874803,cd,add,2,2
cd_add_ran2_cv3.ghatREL1,0.744616595682793,cd,add,2,3
cd_add_ran2_cv4.ghatREL1,0.648742186339322,cd,add,2,4
cd_add_ran2_cv5.ghatREL1,0.55688730568101,cd,add,2,5
cd_add_ran3_cv1.ghatREL1,0.820213939867195,cd,add,3,1
cd_add_ran3_cv2.ghatREL1,0.540683287987206,cd,add,3,2
cd_add_ran3_cv3.ghatREL1,0.798292599155891,cd,add,3,3
cd_add_ran3_cv4.ghatREL1,0.69022675906623,cd,add,3,4
cd_add_ran3_cv5.ghatREL1,0.790460886667416,cd,add,3,5
cd_add_ran4_cv1.ghatREL1,0.777723334346631,cd,add,4,1
cd_add_ran4_cv2.ghatREL1,0.699465365555623,cd,add,4,2
cd_add_ran4_cv3.ghatREL1,0.688371572997518,cd,add,4,3
cd_add_ran4_cv4.ghatREL1,0.649410402978501,cd,add,4,4
cd_add_ran4_cv5.ghatREL1,0.545019801626926,cd,add,4,5
cd_add_ran5_cv1.ghatREL1,0.898559893164146,cd,add,5,1
cd_add_ran5_cv2.ghatREL1,0.544702109697549,cd,add,5,2
cd_add_ran5_cv3.ghatREL1,0.844349634233094,cd,add,5,3
cd_add_ran5_cv4.ghatREL1,0.818404312219445,cd,add,5,4
cd_add_ran5_cv5.ghatREL1,0.866178118058054,cd,add,5,5
cd_add_ran6_cv1.ghatREL1,0.776023266282802,cd,add,6,1
cd_add_ran6_cv2.ghatREL1,0.696341058095161,cd,add,6,2
cd_add_ran6_cv3.ghatREL1,0.721866495808551,cd,add,6,3
cd_add_ran6_cv4.ghatREL1,0.727871715110493,cd,add,6,4
cd_add_ran6_cv5.ghatREL1,0.772370276700841,cd,add,6,5
cd_add_ran7_cv1.ghatREL1,0.82981222219731,cd,add,7,1
cd_add_ran7_cv2.ghatREL1,0.75366034170713,cd,add,7,2
cd_add_ran7_cv3.ghatREL1,0.591226285759085,cd,add,7,3
cd_add_ran7_cv4.ghatREL1,0.752499685842563,cd,add,7,4
cd_add_ran7_cv5.ghatREL1,0.666374893640597,cd,add,7,5
cd_add_ran8_cv1.ghatREL1,0.772599727952647,cd,add,8,1
cd_add_ran8_cv2.ghatREL1,0.818403175469998,cd,add,8,2
cd_add_ran8_cv3.ghatREL1,0.864659246658018,cd,add,8,3
cd_add_ran8_cv4.ghatREL1,0.713562152733126,cd,add,8,4
cd_add_ran8_cv5.ghatREL1,0.774515365538068,cd,add,8,5
cd_add_ran9_cv1.ghatREL1,0.838501266704836,cd,add,9,1
cd_add_ran9_cv2.ghatREL1,0.749465502510092,cd,add,9,2
cd_add_ran9_cv3.ghatREL1,0.580892035937033,cd,add,9,3
cd_add_ran9_cv4.ghatREL1,0.61626179899583,cd,add,9,4
cd_add_ran9_cv5.ghatREL1,0.78459535264143,cd,add,9,5
cd_dom_ran10_cv1.ghatREL1,0.731304276955717,cd,dom,10,1
cd_dom_ran10_cv2.ghatREL1,0.670501954961428,cd,dom,10,2
cd_dom_ran10_cv4.ghatREL1,0.697783285687882,cd,dom,10,4
cd_dom_ran10_cv5.ghatREL1,0.822935565515318,cd,dom,10,5
cd_dom_ran11_cv1.ghatREL1,0.69176417821379,cd,dom,11,1
cd_dom_ran11_cv2.ghatREL1,0.78838203814234,cd,dom,11,2
cd_dom_ran11_cv3.ghatREL1,0.80404368101928,cd,dom,11,3
cd_dom_ran11_cv4.ghatREL1,0.86035171595716,cd,dom,11,4
cd_dom_ran11_cv5.ghatREL1,0.760300311425187,cd,dom,11,5
cd_dom_ran12_cv1.ghatREL1,0.766710813550761,cd,dom,12,1
cd_dom_ran12_cv2.ghatREL1,0.666467320797924,cd,dom,12,2
cd_dom_ran12_cv3.ghatREL1,0.868890139133562,cd,dom,12,3
cd_dom_ran12_cv4.ghatREL1,0.822274809788561,cd,dom,12,4
cd_dom_ran12_cv5.ghatREL1,0.739218516692685,cd,dom,12,5
cd_dom_ran13_cv1.ghatREL1,0.886956129663911,cd,dom,13,1
cd_dom_ran13_cv2.ghatREL1,0.660166225302,cd,dom,13,2
cd_dom_ran13_cv3.ghatREL1,0.866176993559613,cd,dom,13,3
cd_dom_ran13_cv4.ghatREL1,0.740464577793149,cd,dom,13,4
cd_dom_ran13_cv5.ghatREL1,0.755635774447738,cd,dom,13,5
cd_dom_ran14_cv1.ghatREL1,0.837988902474407,cd,dom,14,1
cd_dom_ran14_cv2.ghatREL1,0.688398016788663,cd,dom,14,2
cd_dom_ran14_cv3.ghatREL1,0.711653098891799,cd,dom,14,3
cd_dom_ran14_cv4.ghatREL1,0.83280924495197,cd,dom,14,4
cd_dom_ran14_cv5.ghatREL1,0.832615131606588,cd,dom,14,5
cd_dom_ran15_cv1.ghatREL1,0.845430042050697,cd,dom,15,1
cd_dom_ran15_cv2.ghatREL1,0.737387102535648,cd,dom,15,2
cd_dom_ran15_cv3.ghatREL1,0.731183675247063,cd,dom,15,3
cd_dom_ran15_cv4.ghatREL1,0.630867928539379,cd,dom,15,4
cd_dom_ran15_cv5.ghatREL1,0.698999897719745,cd,dom,15,5
cd_dom_ran16_cv1.ghatREL1,0.711427495612792,cd,dom,16,1
cd_dom_ran16_cv2.ghatREL1,0.708671773470658,cd,dom,16,2
cd_dom_ran16_cv3.ghatREL1,0.762029473957447,cd,dom,16,3
cd_dom_ran16_cv4.ghatREL1,0.882584956468652,cd,dom,16,4
cd_dom_ran16_cv5.ghatREL1,0.773920649731701,cd,dom,16,5
cd_dom_ran17_cv1.ghatREL1,0.646476299712647,cd,dom,17,1
cd_dom_ran17_cv2.ghatREL1,0.820422262779068,cd,dom,17,2
cd_dom_ran17_cv3.ghatREL1,0.830227715570206,cd,dom,17,3
cd_dom_ran17_cv4.ghatREL1,0.749825046195665,cd,dom,17,4
cd_dom_ran17_cv5.ghatREL1,0.796531279591314,cd,dom,17,5
cd_dom_ran18_cv1.ghatREL1,0.739657743118456,cd,dom,18,1
cd_dom_ran18_cv2.ghatREL1,0.681738288888901,cd,dom,18,2
cd_dom_ran18_cv3.ghatREL1,0.844957819323658,cd,dom,18,3
cd_dom_ran18_cv4.ghatREL1,0.695887870385711,cd,dom,18,4
cd_dom_ran18_cv5.ghatREL1,0.780874419349295,cd,dom,18,5
cd_dom_ran19_cv1.ghatREL1,0.785091390796295,cd,dom,19,1
cd_dom_ran19_cv2.ghatREL1,0.765257143139925,cd,dom,19,2
cd_dom_ran19_cv3.ghatREL1,0.520716778254945,cd,dom,19,3
cd_dom_ran19_cv4.ghatREL1,0.57871629575849,cd,dom,19,4
cd_dom_ran19_cv5.ghatREL1,0.797769724905814,cd,dom,19,5
cd_dom_ran1_cv1.ghatREL1,0.755635774447738,cd,dom,1,1
cd_dom_ran1_cv2.ghatREL1,0.79618443926461,cd,dom,1,2
cd_dom_ran1_cv3.ghatREL1,0.846268596342789,cd,dom,1,3
cd_dom_ran1_cv4.ghatREL1,0.754830064686755,cd,dom,1,4
cd_dom_ran1_cv5.ghatREL1,0.862835874057537,cd,dom,1,5
cd_dom_ran20_cv1.ghatREL1,0.540596933799092,cd,dom,20,1
cd_dom_ran20_cv2.ghatREL1,0.774997324951317,cd,dom,20,2
cd_dom_ran20_cv3.ghatREL1,0.835409008681941,cd,dom,20,3
cd_dom_ran20_cv4.ghatREL1,0.768771546208732,cd,dom,20,4
cd_dom_ran20_cv5.ghatREL1,0.811410879368452,cd,dom,20,5
cd_dom_ran2_cv1.ghatREL1,0.799002196746425,cd,dom,2,1
